Date,SecuritiesCompanyCode,CompanyName,CompanyAbbreviation,Registration,SecuritiesIndustryCode,Address,UnifiedBusinessNo.,Chairman,GeneralManager,Spokesman,TitleOfSpokesman,DeputySpokesperson,Telephone,DateOfIncorporation,DateOfListing,ParValueOfCommonStock,Paidin.Capital.NTDollars,PrivateStock.shares,PreferredStock.shares,PreparationOfFinancialReportType,StockTransferAgent,StockTransferAgentTelephone,StockTransferAgentAddress,AccountingFirm,CPA.CharteredPublicAccountant.First,CPA.CharteredPublicAccountant.Second,Symbol,Fax,EmailAddress,WebAddress,IssueShares
1150908,2736,富野大飯店股份有限公司,富野,－ ,16,"6 F., No. 38, Fuxing Rd., Taitung CityTaitung County , Taiwan (R.O.C.)",29129201,劉清郎,史墨威,劉怡君,董事長特助,黃慶安,089-350678,20080711,20160106,新台幣                 10.0000元,799722300,20000000,0,1,台新綜合證券(股)公司股務代理部,(02)2504-8125,台北市中山區建國北路1段96號地下1樓,安侯建業聯合會計師事務所,陳永祥,許振隆,HOYA,089-350125,pr@hoyaresort.com.tw,http://www.hoyaresort.com.tw,79972230
1150908,2740,華軒地產股份有限公司,華軒,－ ,16,"No. 159, Gongyuan Rd., Linkou Dist.,New Taipei City 244, Taiwan (R.O.C.)",28581041,陳銘鴻,陳朝泉,陳朝泉,總經理,余承憲,(02)2313-1260,20070213,20151224,新台幣                 10.0000元,167620160,11948763,0,1,群益金鼎證券股份有限公司,(02)2703-5000,台北市大安區敦化南路二段97號B2,安侯建業聯合會計師事務所,黃欣婷,池世欽,Hua Hsuan,(02)2313-1261,pr@mr-onion.com,http://www.mr-onion.com,16762016
1150908,2743,山富國際旅行社股份有限公司,山富,－ ,16,"4F., No.85, Sec. 2, Nanjing E. Rd., Zhongshan Dist.,Taipei City 104, Taiwan (R.O.C.)",22888987,陳國森,陳宣融,李慶良,企業部副總經理,陳宣融,02-25612999,19880525,20200309,新台幣                 10.0000元,468152100,0,0,1,福邦證券股份有限公司股務代理部,02-2371-1658,台北市中正區忠孝西路一段6號6樓,正風聯合會計師事務所,曾國富,賴家裕,richmond,02-2536-1332,rit@richmond.com.tw,https://www.travel4u.com.tw/,46815210
1150908,2745,五福旅行社股份有限公司,五福,－ ,16,"2,3F,No.28 Bo'ai 1st Rd., Sanmin Dist., Kaohsiung City 80757,TaiwanKaohsiung City ,Taiwan",22835878,許順富,王哲彥,李家誠,總經理室副總,陳沛&#20227;,07-3231166,19880822,20180416,新台幣                 10.0000元,338085260,0,0,1,台新證券股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,張慈媛,王騰葦,LIFE TRAVEL,07-3230248,ir@lifetour.com.tw,www.lifetour.com.tw,33808526
1150908,2751,王座國際餐飲股份有限公司,王座,－ ,16,"4F.-2, No. 51, Sec. 2, Keelung Rd., Xinyi Dist.,Taipei City 10052, Taiwan",42756204,王耀輝,林子恒,林子恒,總經理,林郁婷,02-23773088,20151214,20240910,新台幣                 10.0000元,198112500,0,0,1,永豐金證券股務代理部,(02)2381-6288,台北市博愛路17號3樓,勤業眾信聯合會計師事務所,劉怡青,張正修,Kingza,02-23773089,kingzamail@kingza.com.tw,www.kingza.com.tw,19811250
1150908,2752,豆府股份有限公司,豆府,－ ,16,"4F., No.42, Sec. 2, Minquan E. Rd., Zhongshan Dist.,Taipei City 104, Taiwan (R.O.C.)",28841757,吳柏勳,吳孟哲,蘇凡鈞,財務長,王淑儀,(02)2581-3818,20080123,20190925,新台幣                 10.0000元,266938610,0,0,1,福邦證券股份有限公司,(02)2371-1658,台北市忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,莊碧玉,尤志峰,TOFU,(02)2581-3918,@dubuhouse.com.tw,https://www.tofuglobal.com/tw/home.html,26693861
1150908,2754,亞洲藏壽司股份有限公司,亞洲藏壽司,－ ,16,"6F.&6F-1, No. 32, Sec. 3, Zhongshan N. Rd.Taipei City 104, Taiwan (R.O.C.)",54669129,藪內薰,藪內薰,野島茂,財務長,鄭宇迪,(02)8978-8558,20140121,20200917,新台幣                 10.0000元,469070000,0,0,1,中國信託商業銀行 代理部,(02)6636-5566,台北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,薛峻泯,姚勝雄,KURA SUSHI ASIA,(02)2598-3077,ir@kurasushi.tw,http://investor.kurasushi.tw/,46907000
1150908,2755,揚秦國際企業股份有限公司,揚秦,－ ,16,"NO. 16, Hejiang RdZhongli Dist., Taoyuan City 320, Taiwan",42591908,卓靖倫,林麗玲,蔡國憲,總經理室專案處長,黃序魁,033412298,20150821,20201216,新台幣                 10.0000元,467924910,0,0,1,台新綜合證券(股)公司股務代理部,0225048125,台北市中山區建國北路一段96號B1,勤業眾信聯合會計師事務所,陳彥君,張青霞,YoungQin,034627781,IR@youngqin.com.tw,http://www.youngqin.com.tw,46792491
1150908,2756,聯發國際餐飲事業股份有限公司,聯發國際,－ ,16,"18F-7, No. 95, Sec. 1, Xintai 5th Rd.Xizhi Dist., New Taipei City, Taiwan",80676602,鄭凱隆,陳聖中,陳聖中,代理總經理,李雅筑,(02)2654-8585,20040226,20220114,新台幣                 10.0000元,245975840,0,0,1,凱基證券股份有限公司股務代理部,(02)2389-2999,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,池瑞全,郭乃華,LIAN FA,(02)2783-2669,irr@1992sharetea.com,http://www.1992lianfa.com/,24597584
1150908,2916,滿心企業股份有限公司,滿心,－ ,38,"NO.18, WU-CHUAN 6 RD., WU-GU DIST,NEW TAIPEI CITY, TAIWAN, R.O.C.",12498877,李俊良,後藤憲二,郭建隆,副總經理,陳永昌,02-22997755,19840616,20050310,新台幣                 10.0000元,646268780,0,0,2,福邦證券(股)公司,02-2371-1658,台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,陳宜君,許淑敏,MUNSIN　,02-22997765,munsin@ms7.hinet.net,www.munsin.com.tw,64626878
1150908,2924,開曼群島宏太股份有限公司,宏太-KY,KY 開曼群島                                                    ,38,"10F., No. 46, Sec. 2, Zhongshan N. Rd., Zhongshan Dist., Taipei City104,TaiwanTaipei",26335810,黃愛玲,張芷婷,曾毓文,副總經理,傅廷暐,(02)2547-5805,20090206,20111202,新台幣                 10.0000元,520359340,19230760,0,1,台新證券股務代理部,(02)25048125,台北市中山區建國北路一段96號地下一樓,安侯建業聯合會計師事務所,池世欽,潘俊名,Grand Galactica,(02)2719-9279,im@ggalactica.com,http://www.ggalactica.com,52035934
1150908,2926,誠品生活股份有限公司,誠品生活,－ ,32,"B1,No. 204 , Songde RdTaipei 110027, Taiwan",27952966,吳旻潔,吳旻潔,吳立傑,財務長,鄭書欣,(02)6638-5168,20050926,20130130,新台幣                 10.0000元,473896500,0,0,1,元大證券(股)公司股務代理部,02-2586-5859,臺北市大安區敦化南路2段67號地下一樓,資誠聯合會計師事務所,楊蕙慈,張淑瓊,Eslite Spectrum,(02)6638-5268,ir@eslite.com,http://www.eslitespectrum.com.tw,47389650
1150908,2937,集雅社股份有限公司,集雅社,－ ,38,"1F., No.265, Zhong zheng  1st Rd., Lingya Dist.,Kaohsiung City 80283, Taiwan",89266170,盧乾三,謝舒閔,何政鋒,副總經理,沈稚鎧,07-7273128,19941026,20170608,新台幣                 10.0000元,435419750,0,0,1,第一金證券股份有限公司,02-2563-5711,台北市大安區安和路一段 27 號6 樓,資誠聯合會計師事務所,吳建志,廖阿甚,Gseven,07-7273983,andy-ho@gseven.com.tw,www.gseven.com.tw,43541975
1150908,2941,米斯特國際企業股份有限公司,米斯特,－ ,38,"Rm. 1, 22F., No.236, Shizheng N. 2nd Rd., Xitun Dist.Taichung City 407, Taiwan (R.O.C.)",53167020,林瑞豪,林瑞達,林瑞達,總經理,趙廣安,0422549396,20101012,20240320,新台幣                 10.0000元,153900000,0,0,2,群益金鼎證券(股)公司股務代理部,0227035000,台北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,吳仁杰,胡智華,MISTER,0422592576,leslie@life8.com.tw,www.life8.com.tw,15390000
1150908,2947,振宇五金股份有限公司,振宇五金,－ ,38,"No. 27, Sec. 2, Huanzhong Rd., Xitun Dist.,Taichung City 407, Taiwan (R.O.C.)",29092696,曾善,洪國展,洪珮芳,副總經理,江志豪,04-24261580,20080514,20211006,新台幣                 10.0000元,236423660,0,0,1,元大證券股份有限公司股務代理部,02-25865859,臺北市大安區敦化南路2段67號地下一樓,資誠聯合會計師事務所,賴志維,吳松源,Zhen Yu,04-24264510,ir@ald.com.tw,www.ald.com.tw,23642366
1150908,2948,寶陞國際股份有限公司,寶陞,－ ,38,"16F,No.508, Sec.5,Zhongxiao E.Rd.,Xinyi Dist.,Taipei City 11083, Taiwan (R.O.C)",52330474,黃楷倫,黃楷倫,黃楷倫,董事長兼總經理,鄭弘寬,02-27261668,20161003,20231212,新台幣                 10.0000元,310000000,0,0,1,兆豐證券股份有限公司股務代理部,02-33930898,台北市中正區忠孝東路二段95號1樓,安永聯合會計師事務所,林政緯,陳國帥,Bausen,02-27261610,service@bausen.com,https://www.bausen.com/,31000000
1150908,2949,欣新網股份有限公司,欣新網,－ ,36,"6F., No. 45, Dongxing Rd., Xinyi Dist.,Taipei City 110403, Taiwan (R.O.C.)",54357012,陳德仁,黃懷恩,游偉民,財務長,黃懷恩,(02)8768-3830,20130905,20231215,新台幣                 10.0000元,306411000,0,0,1,台新綜合證券股份有限公司,(02)2504-8125,台北市中山區建國北路一段96號B1,安永聯合會計師事務所,張巧穎,呂倩雯,HHG,(02)8768-3832,hhg_sa@hhgalaxy.com.tw,https://www.hhgalaxy.com.tw/,30641100
1150908,3064,泰偉電子股份有限公司,泰偉,－ ,32,"22 F.-6, No. 282, Shizheng N. 2nd Rd., Xitun Dist.,Taichung City, Taiwan (R.O.C.)",70613972,林國泰,林佑翔,林佑翔,總經理,李發珍,(02)85110555,20000802,20040609,新台幣                 10.0000元,130114510,6134423,0,1,台新綜合證券(股)公司股務代理部,02-25048125,台北市中山區建國北路1段96號地下1樓,安永聯合會計師事務所,楊弘斌,徐榮煌,Astro Corp.　　,(02)85110556,astro3064@astrocorp.com.tw,www.astrocorp.com.tw,13011451
1150908,3066,李洲科技股份有限公司,李洲,－ ,26,"27F, No.97, Sec.1, Xintai 5th Rd., Xizhi Dist., New Taipei City 22175, TaiwanNew Taipei City, TAIWAN, R. O. C.",04541794,李明順,李明順(代行),張惠怡,副總經理,邱秀香,(02)27066258,19740524,20041202,新台幣                 10.0000元,830706120,5500000,0,1,群益證券股份有限公司,02-27023999,台北市大安區敦化南路二段97號B2,勤業眾信聯合會計師事務所,黃毅民,張至誼,TAIWAN OASIS　,(02)26973658,candy.chiu@oasistek.com,http://www.oasistek.com,83070612
1150908,3067,全域股份有限公司,全域,－ ,38,"3 F., No. 96, Xingde Rd., Sanchong Dist.,New Taipei City, Taiwan",04934334,姚天齊,鄒景文,高維宏,協理,高維宏,(02)2659-2166,19731122,20031021,新台幣                 10.0000元,200000000,0,0,1,元大証券股份有限公司,(02)2586-5859,106台北市大安區敦化南路二段67號地下一樓,勤業眾信聯合會計師事務所,李冠豪,馬峻偉,PNC,(02)2659-2359,ir@twphonic.com,www.twphonic.com,20000000
1150908,3071,協禧電機股份有限公司,協禧,－ ,25,"NO. 6 EAST SECTION INDUSTRY 6 RD.　　PINGTUNG CITY, TAIWAN. R. O. C　　",90724033,黃瑞益,黃瑞益,蔡政宏,董事長室特助,王淑貞,(07)2695166,19780719,20041230,新台幣                 10.0000元,1100000000,0,0,1,中國信託商業銀行代理部,02-66365566,台北市中正區重慶南路一段八十三號五樓,安永聯合會計師事務所,李芳文,姚世傑,ADDA　,(07)2692011,tsai@adda.com.tw,http://www.adda.com.tw,110000000
1150908,3073,天方能源科技股份有限公司,天方能源,－ ,35,"3F., No. 99, Jilin Rd.,Zhongshan Dist., Taipei City 104, Taiwan",86298705,甘正智,甘正智,徐韋吉,協理,黃小玲,02-2502-2285,19911022,20071008,新台幣                 10.0000元,395110280,0,0,1,兆豐證券股份有限公司股務代理部,02-33930898,台北市忠孝東路二段95號1樓,安侯建業聯合會計師事務所,張淑瑩,潘俊名,Teamphon,02-2502-3669,info@tpenergy.com.tw,https://www.tpenergy.com.tw,39511028
1150908,3078,僑威科技股份有限公司,僑威,－ ,28,"13F., No.208, Xingfu Rd., Taoyuan Dist.,Taoyuan City 330, Taiwan (R.O.C.)",84573516,潘君威,楊琇華,楊丹純,財務長,陳欣茹,03-2220268,19931005,20050131,新台幣                 10.0000元,2273910640,0,0,1,富邦綜合證券(股)公司股務代理部,02-2361-1300,台北市中正區許昌街17號11樓,勤業眾信聯合會計師事務所,周仕杰,龔則立,CWT　　,03-2220267,monica@mail.cwt.com.tw,www.cwt.com.tw,227391064
1150908,3081,聯亞光電工業股份有限公司,聯亞,－ ,27,"No.12,Nanke 9th Rd,Shanhua Dist.Tainan City, Taiwan R.O.C　　",16022634,張景溢,羅淇生,楊吉裕,財務長,吳雅芳,(06)5058999,19970602,20150722,新台幣                 10.0000元,1017690040,0,0,2,華南永昌綜合證券(股)公司,(02)27186425,台北市松山區民生東路四段54號4樓,安侯建業聯合會計師事務所,蘇彥達,陳永祥,LandMark,(06)5055189,investor@lmoc.com.tw,https://www.lmoc.com.tw/,101769004
1150908,3083,中華網龍股份有限公司,網龍,－ ,32,"4F,2,Lane 47,Sec.3,Nangang Rd.Taipei,Taiwan,R.O.C.",70541704,王俊博,呂學森,呂學森,總經理,江采琳,02-2652-2689,20000328,20031202,新台幣                 10.0000元,864868580,0,0,1,永豐金證券股份有限公司,02-2381-6288,台北市博愛路十七號三樓,勤業眾信聯合會計師事務所,劉明賢,李冠豪,CHINESEGAMER,02-2653-8905,investment@chinesegamer.net,www.chinesegamer.net,86486858
1150908,3085,台鋼新零售股份有限公司,新零售,－ ,36,"6F, No. 15, Ln. 128, Xinhu 1st Rd.,Taipei City, Taiwan R.O.C",89836340,李雲琴,吳李祺,李雲琴,董事長,許家豪,(02)25596189,19940901,20040301,新台幣                 10.0000元,535815700,48581570,0,1,台新綜合證券股份有限公司,(02)25048125,台北市中山區建國北路一段96號B1,馬施云大華聯合會計師事務所,吳昆益,吳獻恩,NEWRETAIL,(02)25591518,michael_hsu@newretail.com.tw,http://www.newretail.com.tw/,53581570
1150908,3086,華義國際數位娛樂股份有限公司,華義*,－ ,32,"6F., No. 39, Ln. 141, Xing'ai Rd., Neihu Dist., Taipei City , TaiwanTaipei, Taiwan",84453385,施書凱,施書凱,李俊德,財務長,余宣蒂,55590070,19930812,20040329,新台幣                  1.0000元,272710510,0,0,1,台新證券股務代理部,02-2504-8125,台北市建國北路一段96號B1,勤業眾信聯合會計師事務所,蔡宗遠,周以隆,WAYI　　,55590095,investment@wayi.com.tw,www.wayi.net,272710510
1150908,3088,艾訊股份有限公司,艾訊,－ ,25,"8F., No.55, Nanxing Road, Xizhi DistrictNew Taipei City 221026, Taiwan",23718011,楊裕德,"吳偉熊, 范奇文",謝宜玲,處長,黃士青,(02)8646-2111,19900511,20050428,新台幣                 10.0000元,1086490170,0,0,1,台新證券股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,資誠聯合會計師事務所,馮敏娟,林柏全,AXIOMTEK,(02)8646-2555,skin.huang@axiomtek.com.tw,http://www.axiomtek.com.tw,108649017
1150908,3093,台灣港建股份有限公司,港建*,－ ,31,"5F-4 NO.66,SEC2.Nan Kan Road.Lu-Chu,Taoyuan,Taiwan,R.O.C",04655310,王藝橋,廖豐瑩,廖豐瑩,總經理,周翠霞,03-3529333,19770614,20050617,新台幣                  2.5000元,362888940,0,0,1,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,安永聯合會計師事務所,楊弘斌,劉榮進,TKK　,03-3524566,sales@tkk.com.tw,www.tkk.com.tw,145155576
1150908,3095,及成企業股份有限公司,及成,－ ,27,"NO.111 Chien-Er RdNew Taipei City ,Taiwan ROC",33724081,張正寬,張翠雲,張宏羽,營運總經理,周忠賢,(02)2222-6638,19730323,20050526,新台幣                 10.0000元,161800000,1758464,6180000,1,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,吳佳翰,趙敏如,CCC,(02)2225-6240,jones.chou@chicheng.com.tw,http://www.chicheng.com.tw,10000000
1150908,3105,穩懋半導體股份有限公司,穩懋,－ ,24,"No.69, Keji 7th Rd., Hwaya Technology ParkGuishan Dist., Taoyuan City, Taiwan",70752257,陳進財,陳國樺,許雅芬,處長,陳敬昉,03-397-5999,19991016,20111213,新台幣                 10.0000元,4239403840,0,0,1,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,安侯建業會計師事務所,陳雅琳,鄭博仁,WIN　　,03-397-5009,ir@winfoundry.com,www.winfoundry.com,423940384
1150908,3114,好德科技股份有限公司,好德,－ ,28,"6th Floor, No. 25, Tun Hwa S. Rd., Sec. 1　　Taipei City, Taiwan, R.O.C.",20799897,陳國鴻,莊昆霖,李昆正,總經理特別助理,王昌惠,02-25708818,19780923,20040325,新台幣                 10.0000元,651297920,0,0,1,台新綜合證券(股)公司股務代理部,(02) 25048125,台北市中山區建國北路1段96號B1,安永聯合會計師事務所,張巧穎,張志銘,　　HT,02-25709888,spokesman@howteh.com.tw,https://www.howteh.com.tw,65129792
1150908,3115,富育榮綱股份有限公司,富榮綱,－ ,28,"7F.No.172, Sec.4, Chengde Rd., Shilin Dist.Taipei City 111, Taiwan",86825235,承育企業管理顧問有限公司-代表人陳銘寬,羅&#26187;仁,陳銘寬,董事長,羅&#26187;仁,(02)28816777,19920813,20050408,新台幣                 10.0000元,721976150,56947044,0,1,福邦證券股份有限公司,02-2383-6888,台北市中正區忠孝西路一段6號6樓,霈昇聯合會計師事務所,林育雅,王新元,TSC　　,(02)28820829,abin@tscl.com.tw,https://www.tscl.com.tw,72197615
1150908,3118,進階生物科技股份有限公司,進階,－ ,22,"No. 80, Lane 169, Kang-Ning, St.,Hsi-Chih Dist., New Taipei  City,TAIWAN, R.O.C.",23348952,邱春龍,葉家賢,邱春龍,董事長,李奕嫺,02-26959935,19891207,20080521,新台幣                 10.0000元,324528600,0,0,2,元大證券股份有限公司,(02)2586-5859,106臺北市大安區敦化南路2段67號地下一樓,安侯建業聯合會計師事務所,楊樹芝,陳蓓琪,LEVEL,02-26950403,pr@mail.level.com.tw,www.level.com.tw,32452860
1150908,3122,笙泉科技股份有限公司,笙泉,－ ,24,"7F-1, No. 8, Taiyuan 1st St., Jhubei City, Hsinchu County 30288,Hsin-Chu County, Taiwan　　",16945166,鍾富瑋,鍾富瑋,廖崇榮,副總經理,高源聰,03-5601501,19990621,20150126,新台幣                 10.0000元,407648260,0,0,1,群益金鼎證券(股)公司股務代理部,02-2702-3999,台北市大安區敦化南路二段97號B2,勤業眾信聯合會計師事務所,蔡美貞,林心彤,Megawin　,03-5601510,sholder@megawin.com.tw,www.megawin.com.tw,40764826
1150908,3128,昇銳智慧科技股份有限公司,昇銳,－ ,26,NO. 673 CHANG SHING ROAD　　PA TE CITY TAOYUAN TAIWAN R.O.C.,22601576,江添貴,蕭哲彥,蕭哲彥,總經理,鄭忠恕,03-3653121,19870923,20060904,新台幣                 10.0000元,473174890,0,0,1,群益金鼎證券股份有限公司,02-27023999,台北市敦化南路二段97號地下二樓,勤業眾信聯合會計師事務所,尤盟貴,張耿禧,HI SHARP,03-3658688,fred@hisharp.com.tw,www.hisharp.com,47317489
